MEETPUNT_ID;X;Y;HERKENNINGSPUNT1;HERKENNINGSPUNT2;latWGS84;loWGS84;Aangemaakt op
1504;70500;222000;Zuidelijk kanaaldok  kade (508);;51.3023532862505;3.22881724914018;22/06/2016
1455;66250;220750;Polderbos  spoorwegovergang Dulleweg Blankenberge;;51.2905184921697;3.16817561761274;22/06/2016
1343;69500;215500;Klovestraat  einde bocht met Pathoekeweg;;51.2437983763144;3.21592536123542;22/06/2016
1154;74550;210800;Margareta van Vlaanderenstraat;Oude spoorwegbedding  Sijsele;51.2022397360685;3.28921304646617;22/06/2016
1097;65250;209650;Gistelse steenweg;De Manlaan (Varsenare);51.1906147471974;3.15643965454796;22/06/2016
1478;70250;221300;Margareta van Oostenrijk dienstgebouw spoorbundel;;51.2960279024072;3.22538627362186;22/06/2016
1405;68600;218500;Ter Doeststraat  langs vijver spoorweg naar Brugge;;51.270633914239;3.20236518373074;22/06/2016
1521;66500;223000;Groendijk  grens met Blankenberge;;51.3107755777324;3.17124023238811;22/06/2016
1047;66850;208300;300m in dreef tussen Doornstraat en Diksmuidse steenweg;;51.1787146007366;3.17963290873536;22/06/2016
1136;65000;210650;Legeweg  grens met Varsenare;;51.1995650182254;3.15263058114476;22/06/2016
1202;64150;212450;Driegemeentengracht  Sint-Andries--Varsenare--Meetkerke;;51.215617401328;3.14004497172919;22/06/2016
1459;68000;220500;Zeebruggelaan 400m van Canadezenstraat richting Z;;51.2885224557807;3.19331455352869;22/06/2016
1381;68000;217500;Zeelaan;zijweg Zeelaan  nr 5  (Gardin);51.261562112514;3.19399446780399;22/06/2016
1326;68300;215300;Blankenbergse steenweg;Kolvestraat;51.2418328643343;3.19878948971822;22/06/2016
1369;67100;217050;Vagevuurstraat (Zuienkerke)  pijpekop;;51.2573890410875;3.18120693208823;22/06/2016
1357;71100;216250;Kruisabelestraat;Koolkerkse Wegel  (zuid);51.2507598243179;3.23867259745722;22/06/2016
1032;65750;207550;Diksmuidse Heerweg;Zeeweg;51.1718147077961;3.16407845458698;22/06/2016
1407;69650;218550;Herdersbruggestraat;Noordsterstraat;51.2712306327303;3.21739706056862;22/06/2016
1349;67400;216000;Expresweg  begin afrit voor Blankenbergse steenw.;;51.2479956967672;3.18574289946203;22/06/2016
1622;67400;228000;Wielingedok  kade 140 noord-oost hoek;;51.3558391199814;3.18300007680209;22/06/2016
1390;72200;217500;Ronselarestraat 1200m van Koolkerkse wegel r. N;;51.2621437302542;3.25415698905367;22/06/2016
1629;66900;228500;Westdam voor splitsing noord- en zuid-oost strekdam;;51.3602598108742;3.17570765837649;22/06/2016
1239;70500;212500;Oliebaan;Duinenabdijstraat;51.2169747952423;3.23090332306027;22/06/2016
1532;65650;223950;Evendijk -West  hoeve de sol;;51.3191888679137;3.15882958028558;22/06/2016
1059;64600;208500;Mariënhovedreef  grens met Varsenare;;51.1801834692677;3.14741412425255;22/06/2016
1404;68150;218500;Zeelaan  van Stationsweg 250m richting Zeebrugge;;51.2705702369253;3.19591769257278;22/06/2016
1272;66450;213500;Speistraat   brug met Blauwe Torengeleed;;51.2253911820436;3.17271622644408;22/06/2016
1516;70150;222500;Margareta van Oostenrijkstraat noordeinde + 800m;;51.3067988406287;3.22368714922379;22/06/2016
1213;69600;212000;Raamstraat;Groenestraat;51.2123572535508;3.21813392362665;22/06/2016
1137;65700;210600;Grote moerstraat  bocht tussen Legeweg en Zandstraat;;51.1992192183054;3.16265542760693;22/06/2016
1090;71150;209050;Benedictijnenstraat;Sint-Trudostraat;51.1860578917659;3.24095420076661;22/06/2016
1297;69700;214200;Krakeleweg  bochtparking op einde pijpekop;;51.2321433083252;3.21907815315695;22/06/2016
1064;67350;208550;Torhoutse steenweg;rand noord Provinciaal donein Tillegem;51.181032790469;3.18672415678464;22/06/2016
1384;69000;217700;Pathoekeweg;Korte Gotevlietstraat;51.2635002857155;3.20827514484947;22/06/2016
1383;68700;217650;Gotevlietstraat;Korte Gotevlietstraat;51.2630085595983;3.20398747098206;22/06/2016
1164;68650;221050;Gistelse steenweg;Zandstraat;51.293557992887;3.20250824269385;22/06/2016
1465;71050;220500;Margareta v Oostenrijkstr overweg 800m richting ZW;;51.2889481030554;3.23702912527958;22/06/2016
1486;67400;221500;Ter Wallestraat  pijpekop uiterst noordelijk;;51.2974246863364;3.18448734590924;22/06/2016
1517;70750;222500;Zuidelijk kanaaldok  midden kade 505;;51.3068816532572;3.23229116578996;22/06/2016
1172;72500;211000;Antonis de Roverestraat  pijpekop;;51.2037665071908;3.2598437606809;22/06/2016
1199;74500;211500;Pelderijnstraat  pal tegenover abdij Sint-Trudo;;51.2085243774728;3.28835370436361;22/06/2016
1372;68800;217200;Gotevlietstraat  hoek  met waterzuiveringsstation;;51.2589781566346;3.2055213662985;22/06/2016
1339;68050;215900;Blankenbergse steenweg;Monnikenwerve;51.2471893178822;3.19507302286183;22/06/2016
1300;71000;214000;Bommelbekestraat   pijpekop ter hoogt van J. Lemoustr;;51.23052454733;3.23773057489257;22/06/2016
1619;70100;227550;Gasterminal (centrum) einde losbrug - distributiebuis;;51.3521757479187;3.22185400619577;22/06/2016
1541;71000;223500;Alfred Ronsestraat  2100m vanaf Isabellalaan;;51.3159026886915;3.23565642062064;22/06/2016
1425;73000;219000;Ronselarestraat  600m vanaf Damse steenweg N-O;;51.2757320326135;3.26529771449187;22/06/2016
1178;64500;211900;jaagpad Waggelwater  gemeentegrens Varsenare;;51.2107257700148;3.1451829553008;22/06/2016
1312;68600;214500;Blankenbergse stw  aan zuidpunt Blauwhuisstraat;;51.2346852357235;3.20326426292678;22/06/2016
1313;69100;214500;Berkenstraat;Goudenregenstraat;51.2347555071338;3.21042099869561;22/06/2016
1073;71800;208900;Oude spoorwegberm;Sint-Lukaskliniekparking;51.184797605858;3.25028175193868;22/06/2016
1543;65300;224150;Kustlaan  N 34;gem. grens met Blankenberge;51.3209343759339;3.15376318897601;22/06/2016
1268;74800;213350;Maleleie(wegel) waar deze de Maleleie verlaat;;51.2251904107711;3.29226223084451;22/06/2016
1229;65750;212500;Lege Moerstraat  200m van Steenkaai;;51.2163013963262;3.16292976866981;22/06/2016
1071;70700;208500;Randparking  Baron Ruzettelaan (zuid);;51.1810526110696;3.23463843391928;22/06/2016
1289;65800;214250;Rodepoortstraat (Ossenstraat) grens met Meetkerke;;51.2320372054131;3.16323726401274;22/06/2016
1235;68500;212550;Houtkaai;Maria van Bourgondiëlaan;51.2171455376216;3.20227052736713;22/06/2016
1007;65000;206600;Diksmuidse Heerweg   900m ZW vanaf De Watermolen;;51.1631673568131;3.15357825424585;22/06/2016
1333;71650;215050;Brugse steenweg;Hovenierstraat;51.2400496646425;3.24680769025511;22/06/2016
1421;70600;219000;Amaat Vinckestraat  50m in Damse steenweg;;51.275406656301;3.23090830913654;22/06/2016
1436;71050;219950;Westkapelse steenweg;Nieuwe groenstraat;51.2840057572297;3.2371491861571;22/06/2016
1601;70250;226750;Henri Victor Wolvenstraat - strekdam Britaniad.-L.N.G dok;;51.3450068168951;3.22418262050153;22/06/2016
1058;74300;208550;Sint-Trudoledeken grens met Oedelem;;51.1819848659953;3.28610619615948;22/06/2016
1185;67750;211500;Hoge Expres   midden parking winkelzone;;51.207602683276;3.19177571834961;22/06/2016
1012;67000;206500;Vijvers (Loppem);Enink Veld (Loppem);51.1625588576176;3.18218769775842;22/06/2016
1248;75050;212650;Maleveld;Malelei(weg);51.2189317809883;3.29598460425203;22/06/2016
1454;73400;220000;Zeekanaalweg pompgemaal (Ronselarestraat);;51.2847721956243;3.27081757659783;22/06/2016
1470;66000;221400;Polderbos  gemeentegrens met Blankenberge;;51.2963234022726;3.164441966328;22/06/2016
1468;72500;221000;Westkapelse steenweg;Zeekanaalweg;51.2936387960405;3.25770419030194;22/06/2016
1563;69100;224500;Canadeese Kaai (via Kiwiweg) -(hoek)- V S A Kaai;;51.3246257530797;3.20818453214569;22/06/2016
1015;68700;206700;Heidelbergstraat;spoorweg Kortrijk;51.164597369091;3.20644158969251;22/06/2016
1503;69750;222200;Margareta van Oostenrijkstraat  noordeinde spoor;;51.304047410461;3.21802024307393;22/06/2016
1352;68600;216100;Monnikenwerve  90° bocht  noodelijk gelegen;;51.2490640750644;3.20290481505172;22/06/2016
1475;68650;221050;Oude Pastoriestraat;Dwarsstraat;51.293557992887;3.20250824269385;22/06/2016
1228;65500;212900;Lege Moerstraat  weg grens Meetkkerke r.west 50m;;51.2198598582289;3.15925780737684;22/06/2016
1036;67450;207550;Lorkendreef;Onze Lieve Vrouwedreef;51.1720599681103;3.18838178619049;22/06/2016
1263;72150;213250;Polderweg;Gemene Weideweg Noord;51.2239401662102;3.25435374671074;22/06/2016
1387;71200;217500;Kruisabelestraat  400m richting N van Koolkerkewegel;;51.2620080306695;3.23983314708779;22/06/2016
1597;68200;226700;Leopold II dam  ingang MBZ gebouw;;51.3442698308312;3.19477776167028;22/06/2016
1035;67100;207500;Valkenbosdreef pijpekop;;51.1715603515118;3.18338949419218;22/06/2016
1406;69150;218500;Ter Doeststraat  50m van Stationsstraat (parking);;51.2707112510808;3.21024403808448;22/06/2016
1578;67100;225500;Westdam;St.-George's day-wandeling;51.3333292054446;3.17926904984737;22/06/2016
1042;64650;208250;Doornstraat;Beisbroekdreef;51.1779443894108;3.14818804679951;22/06/2016
1139;66750;210700;Pastoriestraat;Zandstraat;51.2002693642826;3.17765234028798;22/06/2016
1220;73150;212050;Brieversweg;Beukenboslaan;51.2132900270146;3.26892018378229;22/06/2016
1223;74500;212000;Brieversweg;Maleveld;51.2130185494248;3.28824964712583;22/06/2016
1485;66600;221850;Patentestraat  bij verlaten Isabellavaart;;51.3004548997954;3.17293824712292;22/06/2016
1493;70750;221500;Zuidelijk kanaaldok  kade (511);;51.2978949006333;3.23251045600492;22/06/2016
1506;71300;222150;Aziëstraat  Toyota gebouw;;51.3038115743325;3.24025243526596;22/06/2016
1212;69050;212000;Maria van Bourgondiëlaan;Zeger van Malestraat;51.2122804403734;3.2102649146621;22/06/2016
1611;66450;227500;Westdam  2100m vanaf St.-George's day-wandeling;;51.3512082734221;3.16948135011704;22/06/2016
1385;69600;217750;Watergang;Ter Bollestraat;51.2640337186882;3.2168581805693;22/06/2016
1341;68600;215550;Kleine Monnikenwerve  pijpekop zuid;;51.2441216843048;3.20302839212389;22/06/2016
1253;67450;213000;zijweg west Expresweg  1000m zuid van Oostend stw;;51.2210409510829;3.1871424599536;22/06/2016
1545;66000;224400;Kustlaan  N34  1500m vanaf Baron de Maerelaan;;51.3232843442266;3.16374438913502;22/06/2016
1524;68100;223050;Zwankendammestraar  pijpekop;;51.3114534850475;3.19417043050472;22/06/2016
1498;67700;222300;Zeebruggelaan;Wulfsberge;51.3046562303285;3.18860536464632;22/06/2016
1593;66000;226500;Westdam 1300m  600m loodrecht op dam;;51.3421563549482;3.16325561596616;22/06/2016
1192;71050;211550;Bilkske  ter hoogte van splitsing aanpleintje vesting;;51.2085126733971;3.23897989364218;22/06/2016
1116;65100;210050;Zandstraat;De Manlaan (Varsenare);51.1941877507554;3.15420004439985;22/06/2016
1120;67050;210200;Koning Leopold III laan;Kerkhofstraat;51.1958195759548;3.18205779654115;22/06/2016
1606;68010;227300;Albert II laan   Albert II dok  noordoosteinde kade 120;;51.3496356444631;3.19191472786655;22/06/2016
1298;70150;214100;Lodewijk Coiseaukaai  bocht aan Klein Handelsdok;;51.2313066600492;3.22554055212551;22/06/2016
1108;70550;209500;Vaartdijkstraat  (west) ter hoogte Oude Kortrijkstraat;;51.1900203339991;3.23227399190826;22/06/2016
1205;66000;212300;Pastoriestraat -- jaagpad Waggelwater;;51.2145408816472;3.16655299549634;22/06/2016
1450;71050;220000;Nieuwe groenstraat  100m vanaf Westkapelse steenwg;;51.284455272461;3.23713826746821;22/06/2016
1515;69000;222750;"""den overzet"" 1700m noord Verbindingsdok 300m oost";;51.3088847891078;3.20714401466578;22/06/2016
1082;67000;209000;Wilgenwad  noord-westhoek-pijpekop;;51.1850272273755;3.18161665923311;22/06/2016
1128;71050;210050;Tulpenstraat;Irisstraat;51.195031401837;3.23930618539007;22/06/2016
1087;69550;209000;Baron de Serretstraat;Walakker;51.1853878349724;3.21808312973776;22/06/2016
1432;69000;219500;Ter Doeststraat  1100m van Stationsweg;;51.2796770273507;3.20787222283342;22/06/2016
1411;72000;218500;Zwiersweg   einde  (pijpekop);;51.2711036379961;3.25107560787294;22/06/2016
1021;66150;207100;De Watermolen  300m van Touhoutse steenweg aan E 40;;51.1678282473161;3.16989917521386;22/06/2016
1560;67700;224500;Veerbootstraat  einde (pijpekop);;51.3244274976841;3.18810406843148;22/06/2016
1327;68800;215450;Kolvestraat;Monnikenwerve;51.2432508074114;3.20591371522946;22/06/2016
1079;65600;209000;Grote Thems  uiterste zuid-oost hoek;;51.1848244636449;3.16159638328211;22/06/2016
1084;68050;209000;Amazonedreef;Graaf Pierre deBrielaan;51.1851770738293;3.19663197954926;22/06/2016
1238;70000;212550;Sint-Clarastraat;J. Waelestraat;51.2173552710211;3.22373640852152;22/06/2016
1226;64000;212500;natuurreservaat Meetkerke grens met Sint-andries;;51.2160434356433;3.13788592692038;22/06/2016
1628;70000;228000;Gasterminal  midden noordkade;;51.3562062052084;3.22031845200094;22/06/2016
1451;71650;220150;Westkapelse steenweg;Zwiersweg;51.2858844804992;3.24570385112401;22/06/2016
1302;72000;214050;Damse Vaart-zuid  200m NO vanaf Gemen.Weide.Noord;;51.2311100300053;3.25203397456744;22/06/2016
1169;71000;211050;Nijverheidstraat  100m vanaf Blekerijstraat;;51.2040117001223;3.23837311180164;22/06/2016
1080;66250;209200;Doornstraat;Jacob de Meyerestraat;51.1867159705141;3.17084511962013;22/06/2016
1505;70500;222000;Zuidelijk kanaaldok  kade (508);;51.3023532862505;3.22881724914018;22/06/2016
1224;75000;212200;Brieversweg   550m vanaf Maleveld;;51.2148806529232;3.29536184402141;22/06/2016
1520;72050;222500;Barlenhuisstraat  bijstraat langs spoorbundel;;51.3070589048207;3.25092991734212;22/06/2016
1255;68000;213000;Einde oprijlaan uitgang parking Sint-Jan Ruddershove;;51.2211193030548;3.19501290903216;22/06/2016
1466;71850;220850;Margareta v Oostenrijk;Zonnebloemweg zuidpunt rotonde;51.2922025253898;3.2484199064171;22/06/2016
1214;70100;212000;Spanjaardstraat -- Rode Haanstraat-Kipstraat;;51.2124266437692;3.22528909977078;22/06/2016
1252;66700;213000;Speistraat   brug met Molengeleed;;51.2209332496842;3.17640873043047;22/06/2016
1624;68900;228300;havengeul Oostdam einde zuid splitsing (strekdam);;51.3587481649699;3.20446242776686;22/06/2016
1189;69500;211500;Lane  (west);Neststraat;51.2078492118429;3.21681347171683;22/06/2016
1002;64650;206100;Diksmuidse heerweg;grens Zedelgem;51.1586216691283;3.14869293327613;22/06/2016
1085;68500;209000;Witte Molenstraat;Expresweg (Amazonestraat);51.1852407147553;3.20306767294236;22/06/2016
1290;66200;214200;Ossestraat;Speistraat;51.2316458878235;3.16897494772799;22/06/2016
1204;65100;212000;Grote Moerstraat -- jaagpad Waggelwater;;51.2117133104365;3.15374384878326;22/06/2016
1244;73250;212600;Moerkerkse steenweg;Bachten Beukenbos;51.2182458475598;3.27023526992929;22/06/2016
1471;67050;221100;Patentestraat;Scharphoutstraat;51.2937795342256;3.17956196567579;22/06/2016
1051;68900;208400;Jagersstraat;Rijselstraat;51.1799049372203;3.20892205062025;22/06/2016
1142;68100;210500;Diksmuidse heerweg;Manitobalaan;51.1986653690537;3.19700891227049;22/06/2016
1509;66500;223000;Groendijk  grens met Blankenberge;;51.3107755777324;3.17124023238811;22/06/2016
1527;69850;223050;Margareta van Oostenrijkstraat   kade 501 westpunt;;51.3116994898732;3.21926407054745;22/06/2016
1234;68350;212600;Steenkaai;Ruddershove;51.2175738664608;3.20011195203468;22/06/2016
1456;66650;220500;Polderbos  100m vanaf Canadezenstraat;;51.2883289107826;3.17396658702036;22/06/2016
1296;69300;214000;Pathoekeweg  ter hoogte van bergplaats wegendienst;;51.2302894435133;3.21339650790736;22/06/2016
1569;67050;225000;Zeedijk;Harwichstraat;51.3288281555822;3.17866641716919;22/06/2016
1453;72500;220200;Oostkerkestraat tussen Zeekanaalweg en Oostkerkest;;51.2864488565106;3.25787566643272;22/06/2016
1337;66850;215500;Spreeuwenstraat  grens met Zuienkerke;;51.2434227204178;3.17798270595768;22/06/2016
1582;69000;225500;Vismijnstraat;Seafront  duikboot;51.3335994795679;3.20652710658112;22/06/2016
1491;70000;221800;Margareta van Oostenrijkstraat  pijpekop;;51.3004872278559;3.22169250400544;22/06/2016
1280;70550;213600;Looigemweg;Korendragersstraat;51.2268677560044;3.23137624884234;22/06/2016
1119;66500;210000;Bosdreef  meest zuidelijke bocht;;51.193942259988;3.17423765393277;22/06/2016
1256;68500;213000;Sint-Pieterstatiedreef;Wijnenbrugstraat;51.2211900923928;3.20216939510635;22/06/2016
1187;68500;211550;Peter Benoitlaan;Hoge Lane;51.2081585160704;3.2024951804217;22/06/2016
1508;72000;222000;Alfred Ronsestraat;Aziëstraat;51.3025581715464;3.25032069517795;22/06/2016
1171;72150;211100;Sint-Kruisstraat;Mispelbilk;51.2046173524337;3.2548151514029;22/06/2016
1463;70100;220600;"""den overzet"" 1400m zuid-oos begin achterhaven";;51.289716289982;3.22339185953168;22/06/2016
1024;67600;207000;Espendreef;Emiel Bethuynelaan;51.1671388329489;3.19064986418076;22/06/2016
1529;70500;223000;Alfred Ronsestraat   kade 530 midden;;51.3113411738202;3.22859719634854;22/06/2016
1331;70650;215050;Dudzeelse steenweg;Ronselarestraat;51.2399130747148;3.23249065988458;22/06/2016
1414;67600;219600;Patentestraat;Groot ter Doest;51.2803777212089;3.18778650743641;22/06/2016
1050;68000;208200;Tillegemkasteel  parking personeel Provincie;;51.1779798220288;3.19609729548206;22/06/2016
1409;70450;218550;Stokerij op het einde van de straat uiterst links;;51.2713415100817;3.22885908265092;22/06/2016
1614;67850;227500;Albert II dok   kaai 128 -- kaai129;;51.3514096809858;3.18957330062529;22/06/2016
1245;73600;212500;Dekenstraat;Kanselierlaan;51.2173931921917;3.27526509450059;22/06/2016
1176;74600;211400;Maalse steenweg;Holleweg;51.2076383593899;3.28980395185575;22/06/2016
1056;73000;208050;Van Cailliedreef (Oostkamp) 500m van Michel van Hammestr;;51.1773200953607;3.26762322353517;22/06/2016
1380;67350;217600;Blankenbergse steenweg  grens met Zuienkerke;;51.2623672430352;3.18466147663361;22/06/2016
1559;67000;224700;Kustlaan  400m vanaf Baron de Maerelaan naar Blan.;;51.326125101811;3.178017903619;22/06/2016
1635;69000;228500;Oostdam 950m (noord-west) vanaf gasterminal;;51.3605590792397;3.20585340750319;22/06/2016
1570;67500;225000;New-Yorklaan;Minister Beernaertstr;51.3288927707447;3.18512195917793;22/06/2016
1017;64100;207100;Oostmoerstraat (Snellegem)  grens met Brugge;;51.1675272847503;3.14059497044807;22/06/2016
1334;72000;215100;Fortstraat  pijpekop aan Fortbeek (van Beieren);;51.2405465871611;3.25180799599538;22/06/2016
1037;68150;207600;Pitsenbosdreef  pijpekop (noord);;51.1726090366338;3.19837795672389;22/06/2016
1206;66000;212300;Pastoriestraat -- jaagpad Waggelwater;;51.2145408816472;3.16655299549634;22/06/2016
1275;68000;213500;Oostendse steenweg;Viaductstraat;51.2256133672098;3.19489982640969;22/06/2016
1099;66050;209550;Rombout de Dopperstraat  pijpekop noord;Karel Custisstraat;51.1898324810994;3.16790485239599;22/06/2016
1207;66650;212000;Bloemendalestraat  300m van Koestraat;;51.2119390752178;3.17592269700885;22/06/2016
1586;67050;226050;Albert II (rond)plein  20m in weg richting N en Albert II dok;;51.3382641884651;3.17842507853491;22/06/2016
1554;70650;224000;Alfred Ronsestraat  1500m vanaf Isabellalaan;;51.3203485316882;3.23052732910489;22/06/2016
1219;72550;212100;Brieversweg;Mexicostraat;51.2136582611109;3.26032456389369;22/06/2016
1121;67600;210000;Diderik van den Elzasstraat  pijpekop;;51.1941001603331;3.18996939252063;22/06/2016
1422;70950;219000;Stapelvoorde  150m vanaf Damse steenweg;;51.2754547270166;3.23592316983469;22/06/2016
1620;66850;228000;Westdam  vanaf St.-George's day-wandeling 2750m;;51.3557599721473;3.17510684191172;22/06/2016
1418;69050;219000;Ter Doeststraat  600m van Stationsweg (natuurvijver);;51.2751912284189;3.20870082111364;22/06/2016
1236;69000;212500;Leopold I laan;Kroonstraat;51.2167663630521;3.2094375846296;22/06/2016
1386;70000;217500;Dudzeelse steenweg  1600m noord van Kruisabelestraat;;51.2618428920038;3.22264353971739;22/06/2016
1469;73100;220600;Zeekanaalweg;Oostkerkestraat (noord);51.2901241481687;3.26638906695508;22/06/2016
1027;69000;207050;Heidelbergstraat;Expresweg N 31;51.1677850683356;3.21065340408855;22/06/2016
1494;71200;221500;Zuidelijk kanaaldok  kade (522);;51.2979565839196;3.23896178093796;22/06/2016
1373;69100;217250;Pathoekeweg;Gotevlietstraat;51.2594698099155;3.20980683897122;22/06/2016
1127;70550;210050;Baron Ruzettelaan;Kleine Kerkhofstraat;51.1949628596176;3.23215365630442;22/06/2016
1227;64850;212700;Lege Moerstraat  weg grens Meetkerke r.west 700m;;51.2179674683428;3.15000296755705;22/06/2016
1391;67600;218000;Stationsweg  grens met Zuienkerke;;51.2659979511024;3.18815089279435;22/06/2016
1258;69550;213000;Groenstraat;Sint-Pieterskaai;51.2213373239357;3.21719642574975;22/06/2016
1534;67150;223600;Karveelstraat;Galeistraat;51.3162611084111;3.18042263615832;22/06/2016
1034;66900;207800;Torhoutse steenweg;Valkenbosdreef;51.1742276442834;3.18046061521239;22/06/2016
1446;68950;220000;Ter Doeststraat aan bocht ter hoogte van Ter Doest;;51.2841639707683;3.20704343601981;22/06/2016
1231;66750;212550;Steenkaai;Speistraat;51.2168959290446;3.17722786077655;22/06/2016
1439;72500;219650;Oostkerkestraat 450m vanaf gasinstalaties richting O;;51.2815064846675;3.25799350830085;22/06/2016
1360;67850;216500;Blankenbergse steenweg;Zeelaan (rond punt zuid);51.252552783835;3.19207386208829;22/06/2016
1158;65600;211000;Grote Moerstraat  150m vanaf Legeweg richting N;;51.2027996375967;3.16113142600115;22/06/2016
1616;69250;227650;Havengeul -- gasterminal strekdam Z-W midden bocht;;51.3529561833753;3.20963182224554;22/06/2016
1426;73000;219000;Ronselarestraat  600m vanaf Damse steenweg N-O;;51.2757320326135;3.26529771449187;22/06/2016
1157;65300;211250;Grote Moerstraat  pijpekop aan kapelletje;;51.2050021842893;3.15678166009562;22/06/2016
1209;67700;212000;Dirk Martensstraat  ronde pijpekop aan Expressweg;;51.2120896431656;3.19094666363485;22/06/2016
1379;72000;217100;Ronselarestraat 750m van Koolkerkse wegel r. N;;51.2585217098214;3.25137728760413;22/06/2016
1382;68000;217500;Zeelaan;zijweg Zeelaan  nr 5;51.261562112514;3.19399446780399;22/06/2016
1030;65150;208100;Kasteel Beisbroek  parking aan sterrewacht;;51.1766694161432;3.15537104152211;22/06/2016
1217;71600;212100;Moerkerkse steenweg;Wagenmakersstraat;51.2135300802439;3.24672947455664;22/06/2016
1588;68000;226000;New-Yorklaan   midden kade 203  80m van kaderand;;51.3379506957584;3.19206595331445;22/06/2016
